director_name,movies,revenues,costs,gross_profit,return,count
Lauren Greenfield,[https://en.wikipedia.org/wiki/The_Queen_of_Versailles],0,0,0,,1
John Slattery,[https://en.wikipedia.org/wiki/God%27s_Pocket_(film)],0,0,0,,1
"Carlos SaldanhaMike Thurmeier (co-director)",[https://en.wikipedia.org/wiki/Ice_Age:_Dawn_of_the_Dinosaurs],886000000,90000000,353000000,3.922222222,1
Shane Black,"[https://en.wikipedia.org/wiki/Iron_Man_3, https://en.wikipedia.org/wiki/The_Nice_Guys]",1272300000,250000000,386150000,1.5446,2
Greg Mottola,"[https://en.wikipedia.org/wiki/Paul_(film), https://en.wikipedia.org/wiki/Keeping_Up_with_the_Joneses_(film)]",127400000,80670000,-16970000,-0.210363208,2
Tom McCarthy,"[https://en.wikipedia.org/wiki/Win_Win_(film), https://en.wikipedia.org/wiki/The_Cobbler_(2014_film)]",13100000,15000000,-8450000,-0.563333333,2
Charles Martin Smith,"[https://en.wikipedia.org/wiki/Dolphin_Tale, https://en.wikipedia.org/wiki/Dolphin_Tale_2, https://en.wikipedia.org/wiki/Dolphin_Tale]",249600000,110000000,14800000,0.134545455,3
John Schultz[1],[https://en.wikipedia.org/wiki/Judy_Moody_and_the_Not_Bummer_Summer],17000000,20,8499980,424999,1
Cyrus Nowrasteh,[https://en.wikipedia.org/wiki/The_Young_Messiah_(film)],7300000,18500000,-14850000,-0.802702703,1
Roberts Gannaway,[https://en.wikipedia.org/wiki/Planes:_Fire_%26_Rescue],151400000,50000000,25700000,0.514,1
Tim Story,"[https://en.wikipedia.org/wiki/Think_Like_a_Man, https://en.wikipedia.org/wiki/Ride_Along_(film), https://en.wikipedia.org/wiki/Think_Like_a_Man_Too, https://en.wikipedia.org/wiki/Think_Like_a_Man, https://en.wikipedia.org/wiki/Ride_Along_2, https://en.wikipedia.org/wiki/Ride_Along_(film)]",695600000,138000000,209800000,1.520289855,6
Shawn Levy,"[https://en.wikipedia.org/wiki/Date_Night, https://en.wikipedia.org/wiki/Real_Steel, https://en.wikipedia.org/wiki/The_Internship, https://en.wikipedia.org/wiki/This_Is_Where_I_Leave_You, https://en.wikipedia.org/wiki/Night_at_the_Museum:_Secret_of_the_Tomb, https://en.wikipedia.org/wiki/Night_at_the_Museum:_Battle_of_the_Smithsonian]",1362200000,519800000,161300000,0.310311658,6
Nicolas Winding Refn,"[https://en.wikipedia.org/wiki/Drive_(2011_film), https://en.wikipedia.org/wiki/The_Neon_Demon]",81500000,22000000,18750000,0.852272727,2
Josh Radnor,"[https://en.wikipedia.org/wiki/Happythankyoumoreplease, https://en.wikipedia.org/wiki/Liberal_Arts_(film)]",0,0,0,,2
John R. Leonetti,[https://en.wikipedia.org/wiki/Annabelle_(film)],256900000,6500000,121950000,18.76153846,1
Thea Sharrock,[https://en.wikipedia.org/wiki/Me_Before_You_(film)],207900000,20000000,83950000,4.1975,1
Kevin Rodney Sullivan,[https://en.wikipedia.org/wiki/Barbershop_2:_Back_in_Business],66000000,30000000,3000000,0.1,1
Oren Moverman,[https://en.wikipedia.org/wiki/Rampart_(film)],0,0,0,,1
Kim Jee-woon,[https://en.wikipedia.org/wiki/The_Last_Stand_(2013_film)],48300000,45000000,-20850000,-0.463333333,1
Neveldine/Taylor,[https://en.wikipedia.org/wiki/Ghost_Rider:_Spirit_of_Vengeance],132600000,57000000,9300000,0.163157895,1
Ken Kwapis,[https://en.wikipedia.org/wiki/Big_Miracle],24700000,40000000,-27650000,-0.69125,1
David Slade,"[https://en.wikipedia.org/wiki/The_Twilight_Saga:_Eclipse, https://en.wikipedia.org/wiki/The_Twilight_Saga:_Eclipse]",1397000000,136000000,562500000,4.136029412,2
James Cox,[https://en.wikipedia.org/wiki/Straight_A%27s],5234456,2000000,617228,0.308614,1
"Jamie BradshawAleksandr Dulerayn",[https://en.wikipedia.org/wiki/Branded_(2012_film)],0,0,0,,1
"Richard GlatzerWash West",[https://en.wikipedia.org/wiki/The_Last_of_Robin_Hood],0,0,0,,1
Chris Wedge,[https://en.wikipedia.org/wiki/Epic_(2013_film)],268400000,93000000,41200000,0.443010753,1
Heitor Dhalia,[https://en.wikipedia.org/wiki/Gone_(2012_film)],0,0,0,,1
Bruce Robinson,[https://en.wikipedia.org/wiki/The_Rum_Diary_(film)],23900000,45000000,-33050000,-0.734444444,1
"Reed CowanSteven Greenstreet",[https://en.wikipedia.org/wiki/8:_The_Mormon_Proposition],100280,2500000,-2449860,-0.979944,1
Julie Taymor,[https://en.wikipedia.org/wiki/The_Tempest_(2009_film)],346594,20000000,-19826703,-0.99133515,1
Shana Feste,"[https://en.wikipedia.org/wiki/Country_Strong, https://en.wikipedia.org/wiki/The_Greatest_(2009_film), https://en.wikipedia.org/wiki/Endless_Love_(2014_film)]",55565170,41000000,-13217415,-0.322375976,3
Jon M. Chu,"[https://en.wikipedia.org/wiki/Step_Up_3D, https://en.wikipedia.org/wiki/Step_Up_2:_The_Streets, https://en.wikipedia.org/wiki/Justin_Bieber:_Never_Say_Never_(film), https://en.wikipedia.org/wiki/Step_Up_3D, https://en.wikipedia.org/wiki/G.I._Joe:_Retaliation, https://en.wikipedia.org/wiki/Justin_Bieber%27s_Believe, https://en.wikipedia.org/wiki/Justin_Bieber:_Never_Say_Never, https://en.wikipedia.org/wiki/Now_You_See_Me_2]",1389073654,292100000,402436827,1.377736484,8
Randall Miller,[https://en.wikipedia.org/wiki/CBGB_(film)],0,0,0,,1
Louis Leterrier,"[https://en.wikipedia.org/wiki/Clash_of_the_Titans_(2010_film), https://en.wikipedia.org/wiki/Clash_of_the_Titans_(2010_film), https://en.wikipedia.org/wiki/Now_You_See_Me_(film), https://en.wikipedia.org/wiki/Grimsby_(film), https://en.wikipedia.org/wiki/Now_You_See_Me_(film)]",1715000000,435000000,422500000,0.971264368,5
David Barrett,[https://en.wikipedia.org/wiki/Fire_with_Fire_(2012_film)],0,0,0,,1
Baz Luhrmann,[https://en.wikipedia.org/wiki/The_Great_Gatsby_(2013_film)],351000000,105000000,70500000,0.671428571,1
Camille Delamarre,[https://en.wikipedia.org/wiki/Brick_Mansions],69000000,23000000,11500000,0.5,1
Edward Burns,[https://en.wikipedia.org/wiki/The_Fitzgerald_Family_Christmas],0,0,0,,1
Jesse Dylan,[https://en.wikipedia.org/wiki/American_Wedding],231449203,55000000,60724601.5,1.104083664,1
Sylvain White,[https://en.wikipedia.org/wiki/The_Losers_(film)],29400000,25000000,-10300000,-0.412,1
Wes Ball,[https://en.wikipedia.org/wiki/The_Maze_Runner_(film)],348300000,34000000,140150000,4.122058824,1
Allen Coulter,[https://en.wikipedia.org/wiki/Remember_Me_(2010_film)],56032889,16000000,12016444.5,0.751027781,1
Tod Williams,"[https://en.wikipedia.org/wiki/Paranormal_Activity_2, https://en.wikipedia.org/wiki/Paranormal_Activity_2]",355000000,6000000,171500000,28.58333333,2
Marc Webb,"[https://en.wikipedia.org/wiki/The_Amazing_Spider-Man_(2012_film), https://en.wikipedia.org/wiki/The_Amazing_Spider-Man_2, https://en.wikipedia.org/wiki/The_Amazing_Spider-Man_(2012_film)]",2224800000,660000000,452400000,0.685454545,3
Steve Martino,[https://en.wikipedia.org/wiki/The_Peanuts_Movie],246200000,99000000,24100000,0.243434343,1
Carl Franklin,"[https://en.wikipedia.org/wiki/Bless_Me,_Ultima_(film)]",0,0,0,,1
Baltasar KormÃ¡kur,"[https://en.wikipedia.org/wiki/Contraband_(2012_film), https://en.wikipedia.org/wiki/2_Guns, https://en.wikipedia.org/wiki/Everest_(2015_film)]",431600000,141000000,74800000,0.530496454,3
Scott Frank,[https://en.wikipedia.org/wiki/A_Walk_Among_the_Tombstones_(film)],62100000,28000000,3050000,0.108928571,1
"Steven BrillPeter FarrellyWill GrahamSteve CarrGriffin DunneJames DuffyJonathan van TullekenElizabeth BanksPatrik ForsbergBrett RatnerRusty CundieffJames GunnBob Odenkirk",[https://en.wikipedia.org/wiki/Movie_43],32400000,6000000,10200000,1.7,1
George A. Romero,[https://en.wikipedia.org/wiki/The_Crazies_(1973_film)],143784,275000,-203108,-0.738574545,1
Ben Stiller,"[https://en.wikipedia.org/wiki/The_Secret_Life_of_Walter_Mitty_(2013_film), https://en.wikipedia.org/wiki/Zoolander_2, https://en.wikipedia.org/wiki/Zoolander]",305300000,168000000,-15350000,-0.091369048,3
Benh Zeitlin,[https://en.wikipedia.org/wiki/Beasts_of_the_Southern_Wild],21900000,1800000,9150000,5.083333333,1
"Robert RodriguezEthan Maniquis","[https://en.wikipedia.org/wiki/Machete_(film), https://en.wikipedia.org/wiki/Machete_(film)]",88186632,21000000,23093316,1.099681714,2
Travis Knight,[https://en.wikipedia.org/wiki/Kubo_and_the_Two_Strings],75000000,60000000,-22500000,-0.375,1
Jennifer Yuh Nelson,"[https://en.wikipedia.org/wiki/Kung_Fu_Panda_2, https://en.wikipedia.org/wiki/Kung_Fu_Panda_2]",1331400000,300000000,365700000,1.219,2
Barry Sonnenfeld,"[https://en.wikipedia.org/wiki/Men_in_Black_3, https://en.wikipedia.org/wiki/Men_in_Black_II, https://en.wikipedia.org/wiki/Nine_Lives_(2016_film)]",1110000000,385000000,170000000,0.441558442,3
Mitchell Lichtenstein,[https://en.wikipedia.org/wiki/Happy_Tears_(film)],0,0,0,,1
"Adam Wingard (Tape 56)David Bruckner (Amateur Night)Ti West (Second Honeymoon)Glenn McQuaid (Tuesday the 17th)Joe Swanberg (The Sick Thing That Happened to Emily When She Was Younger)Radio Silence (10/31/98)","[https://en.wikipedia.org/wiki/V/H/S, https://en.wikipedia.org/wiki/V/H/S]",0,0,0,,2
"Pete Docter",[https://en.wikipedia.org/wiki/Inside_Out_(2015_film)],857600000,175000000,253800000,1.450285714,1
Ang Lee,[https://en.wikipedia.org/wiki/Life_of_Pi_(film)],609000000,120000000,184500000,1.5375,1
Nanette Burstein,[https://en.wikipedia.org/wiki/Going_the_Distance_(2010_film)],42100000,32000000,-10950000,-0.3421875,1
Steve Pink,"[https://en.wikipedia.org/wiki/Hot_Tub_Time_Machine, https://en.wikipedia.org/wiki/About_Last_Night_(2014_film), https://en.wikipedia.org/wiki/Hot_Tub_Time_Machine_2, https://en.wikipedia.org/wiki/Hot_Tub_Time_Machine]",192600000,102500000,-6200000,-0.060487805,4
Elizabeth Banks,[https://en.wikipedia.org/wiki/Pitch_Perfect_2],287500000,29000000,114750000,3.956896552,1
Ryuhei Kitamura,[https://en.wikipedia.org/wiki/No_One_Lives],74918,2900000,-2862541,-0.987083103,1
Stuart Beattie,"[https://en.wikipedia.org/wiki/I,_Frankenstein]",71200000,65000000,-29400000,-0.452307692,1
"Heidi EwingAlex GibneySeth GordonRachel GradyEugene JareckiMorgan Spurlock",[https://en.wikipedia.org/wiki/Freakonomics_(film)],103735,2900000,-2848132.5,-0.982114655,1
Tom Brady,[https://en.wikipedia.org/wiki/Bucky_Larson:_Born_to_Be_a_Star],2500000,9000000,-7750000,-0.861111111,1
"Ron ClementsJohn Musker",[https://en.wikipedia.org/wiki/Moana_(2016_film)],555200000,150000000,127600000,0.850666667,1
Craig Zisk,[https://en.wikipedia.org/wiki/The_English_Teacher_(film)],0,0,0,,1
Charlie McDowell,[https://en.wikipedia.org/wiki/The_One_I_Love_(film)],0,0,0,,1
Ted Koland,"[https://en.wikipedia.org/wiki/Best_Man_Down, https://en.wikipedia.org/wiki/Best_Man_Down]",0,0,0,,2
Randall Wallace,"[https://en.wikipedia.org/wiki/Secretariat_(film), https://en.wikipedia.org/wiki/Heaven_Is_for_Real_(film)]",161600000,47000000,33800000,0.719148936,2
Brad Furman,"[https://en.wikipedia.org/wiki/The_Lincoln_Lawyer_(film), https://en.wikipedia.org/wiki/Runner_Runner_(film), https://en.wikipedia.org/wiki/The_Infiltrator_(2016_film)]",168100000,98000000,-13950000,-0.142346939,3
Martin Scorsese,"[https://en.wikipedia.org/wiki/Shutter_Island_(film), https://en.wikipedia.org/wiki/Hugo_(film), https://en.wikipedia.org/wiki/The_Wolf_of_Wall_Street_(2013_film)]",872600000,330000000,106300000,0.322121212,3
Vince Offer,[https://en.wikipedia.org/wiki/InAPPropriate_Comedy],0,0,0,,1
David M. Rosenthal,"[https://en.wikipedia.org/wiki/Janie_Jones_(film), https://en.wikipedia.org/wiki/A_Single_Shot]",0,0,0,,2
John Madden,"[https://en.wikipedia.org/wiki/The_Debt_(2011_film), https://en.wikipedia.org/wiki/The_Second_Best_Exotic_Marigold_Hotel]",131600000,30000000,35800000,1.193333333,2
Tony Scott,[https://en.wikipedia.org/wiki/Unstoppable_(2010_film)],167800000,85000000,-1100000,-0.012941176,1
Nick Tomnay,[https://en.wikipedia.org/wiki/The_Perfect_Host],48764,500000,-475618,-0.951236,1
Pascal Laugier,[https://en.wikipedia.org/wiki/The_Tall_Man_(2012_film)],5212903,18200000,-15593548.5,-0.856788379,1
David Koepp,"[https://en.wikipedia.org/wiki/Premium_Rush, https://en.wikipedia.org/wiki/Mortdecai_(film)]",78400000,95000000,-55800000,-0.587368421,2
Ron Fricke,"[https://en.wikipedia.org/wiki/Samsara_(2011_film), https://en.wikipedia.org/wiki/Baraka_(film)]",4533709,6000000,-3733145.5,-0.622190917,2
Cameron Crowe,"[https://en.wikipedia.org/wiki/We_Bought_a_Zoo, https://en.wikipedia.org/wiki/Aloha_(film)]",146400000,102000000,-28800000,-0.282352941,2
"Robert Ben GarantThomas Lennon",[https://en.wikipedia.org/wiki/Hell_Baby],8785,2500000,-2495607.5,-0.998243,1
Daniel Barnz,"[https://en.wikipedia.org/wiki/Beastly_(film), https://en.wikipedia.org/wiki/Won%27t_Back_Down_(film), https://en.wikipedia.org/wiki/Cake_(2014_film)]",51465571,43000000,-17267214.5,-0.401563128,3
Josh Schwartz,[https://en.wikipedia.org/wiki/Fun_Size],11400000,14000000,-8300000,-0.592857143,1
Tim Burton,"[https://en.wikipedia.org/wiki/Alice_in_Wonderland_(2010_film), https://en.wikipedia.org/wiki/Dark_Shadows_(film), https://en.wikipedia.org/wiki/Frankenweenie_(2012_film), https://en.wikipedia.org/wiki/Big_Eyes, https://en.wikipedia.org/wiki/Alice_in_Wonderland_(2010_film), https://en.wikipedia.org/wiki/Miss_Peregrine%27s_Home_for_Peculiar_Children_(film)]",2691900000,609000000,736950000,1.210098522,6
"David Nixon, Patrick Doughtie (co-director)","[https://en.wikipedia.org/wiki/Letters_to_God, https://en.wikipedia.org/wiki/Possibility_Pictures]",5817786,6000000,-3091107,-0.5151845,2
Sam Miller,[https://en.wikipedia.org/wiki/No_Good_Deed_(2014_film)],54300000,13200000,13950000,1.056818182,1
Woody Allen,"[https://en.wikipedia.org/wiki/You_Will_Meet_a_Tall_Dark_Stranger, https://en.wikipedia.org/wiki/Midnight_in_Paris, https://en.wikipedia.org/wiki/Blue_Jasmine, https://en.wikipedia.org/wiki/Magic_in_the_Moonlight]",333900000,73800000,93150000,1.262195122,4
Paul Greengrass,"[https://en.wikipedia.org/wiki/Green_Zone_(film), https://en.wikipedia.org/wiki/The_Bourne_Ultimatum_(film), https://en.wikipedia.org/wiki/Captain_Phillips_(film), https://en.wikipedia.org/wiki/Jason_Bourne_(film)]",1172000000,385000000,201000000,0.522077922,4
"Cody CameronKris Pearn",[https://en.wikipedia.org/wiki/Cloudy_with_a_Chance_of_Meatballs_2],274300000,78000000,59150000,0.758333333,1
Simon Wells,[https://en.wikipedia.org/wiki/Mars_Needs_Moms],39000000,150000000,-130500000,-0.87,1
Drew Goddard,[https://en.wikipedia.org/wiki/The_Cabin_in_the_Woods],66500000,30000000,3250000,0.108333333,1
John Milius,[https://en.wikipedia.org/wiki/Red_Dawn],38376497,17000000,2188248.5,0.1287205,1
Tina Gordon Chism,[https://en.wikipedia.org/wiki/Tyler_Perry_Presents_Peeples],9307065,15000000,-10346467.5,-0.6897645,1
"Eric DarnellSimon J. Smith",[https://en.wikipedia.org/wiki/Penguins_of_Madagascar],373000000,132000000,54500000,0.412878788,1
Lynn Shelton,[https://en.wikipedia.org/wiki/Laggies],0,0,0,,1
Barry Levinson,[https://en.wikipedia.org/wiki/The_Bay_(film)],0,0,0,,1
Darren Aronofsky,"[https://en.wikipedia.org/wiki/Black_Swan_(film), https://en.wikipedia.org/wiki/Noah_(2014_film)]",692000000,138000000,208000000,1.507246377,2
Adam Wingard,"[https://en.wikipedia.org/wiki/You%27re_Next, https://en.wikipedia.org/wiki/The_Guest_(film), https://en.wikipedia.org/wiki/Blair_Witch_(film)]",72100000,6000000,30050000,5.008333333,3
David Grovic,[https://en.wikipedia.org/wiki/The_Bag_Man],0,0,0,,1
J. C. Chandor,"[https://en.wikipedia.org/wiki/Margin_Call_(film), https://en.wikipedia.org/wiki/All_Is_Lost]",29700000,12000000,2850000,0.2375,2
James Keach,[https://en.wikipedia.org/wiki/Waiting_for_Forever],25517,5000000,-4987241.5,-0.9974483,1
Judd Apatow,"[https://en.wikipedia.org/wiki/This_Is_40, https://en.wikipedia.org/wiki/Trainwreck_(film)]",228900000,70000000,44450000,0.635,2
Thomas Vinterberg,[https://en.wikipedia.org/wiki/Far_from_the_Madding_Crowd_(2015_film)],0,0,0,,1
Tom Gormican,[https://en.wikipedia.org/wiki/That_Awkward_Moment],40500000,8000000,12250000,1.53125,1
Michelle Schumacher,[https://en.wikipedia.org/wiki/3_Geezers!],0,0,0,,1
Jake Schreier,[https://en.wikipedia.org/wiki/Robot_%26_Frank],4900000,2500000,-50000,-0.02,1
Jon Gunn,[https://en.wikipedia.org/wiki/Like_Dandelion_Dust],0,0,0,,1
Tommy Wirkola,[https://en.wikipedia.org/wiki/Hansel_%26_Gretel:_Witch_Hunters],226300000,50000000,63150000,1.263,1
James Cameron,[https://en.wikipedia.org/wiki/Titanic_(1997_film)],2187000000,200000000,893500000,4.4675,1
Michael Taverna,[https://en.wikipedia.org/wiki/Apartment_1303_3D],3363093,5000000,-3318453.5,-0.6636907,1
Damian Lee,"[https://en.wikipedia.org/wiki/A_Dark_Truth, https://en.wikipedia.org/wiki/A_Dark_Truth]",0,0,0,,2
Simon Verhoeven,[https://en.wikipedia.org/wiki/Friend_Request],0,0,0,,1
Todd Phillips,"[https://en.wikipedia.org/wiki/Due_Date, https://en.wikipedia.org/wiki/The_Hangover:_Part_II, https://en.wikipedia.org/wiki/The_Hangover_(film), https://en.wikipedia.org/wiki/The_Hangover_Part_III, https://en.wikipedia.org/wiki/The_Hangover_Part_II, https://en.wikipedia.org/wiki/War_Dogs_(2016_film)]",2301100000,403000000,747550000,1.854962779,6
"Joel CoenEthan Coen",[https://en.wikipedia.org/wiki/True_Grit_(2010_film)],252300000,38000000,88150000,2.319736842,1
Jaume Collet-Serra,"[https://en.wikipedia.org/wiki/Unknown_(2011_film), https://en.wikipedia.org/wiki/Non-Stop_(film), https://en.wikipedia.org/wiki/Run_All_Night_(film), https://en.wikipedia.org/wiki/The_Shallows_(film)]",549700000,158600000,116250000,0.73297604,4
Doug Liman,"[https://en.wikipedia.org/wiki/Fair_Game_(2010_film), https://en.wikipedia.org/wiki/Edge_of_Tomorrow_(film)]",394700000,200000000,-2650000,-0.01325,2
Michael Brandt,[https://en.wikipedia.org/wiki/The_Double_(2011_film)],3696232,17000000,-15151884,-0.891287294,1
Troy Nixey,[https://en.wikipedia.org/wiki/Don%27t_Be_Afraid_of_the_Dark_(2011_film)],36993168,25000000,-6503416,-0.26013664,1
Tony Goldwyn,[https://en.wikipedia.org/wiki/Conviction_(2010_film)],9700000,12500000,-7650000,-0.612,1
M. Blash,[https://en.wikipedia.org/wiki/The_Wait_(2013_film)],0,0,0,,1
Fredrik Bond,[https://en.wikipedia.org/wiki/Charlie_Countryman],0,0,0,,1
Paul Weitz,"[https://en.wikipedia.org/wiki/Little_Fockers, https://en.wikipedia.org/wiki/Being_Flynn, https://en.wikipedia.org/wiki/Admission_(film)]",329337201,113000000,51668600.5,0.457244252,3
Marjane Satrapi,[https://en.wikipedia.org/wiki/The_Voices_(film)],444196,11000000,-10777902,-0.979809273,1
Sheldon Candis,[https://en.wikipedia.org/wiki/LUV_(film)],0,0,0,,1
Paul Verhoeven,[https://en.wikipedia.org/wiki/RoboCop_(1987_film)],53400000,13000000,13700000,1.053846154,1
Rob Marshall,"[https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_On_Stranger_Tides, https://en.wikipedia.org/wiki/Into_the_Woods_(film)]",1258100000,428500000,200550000,0.468028005,2
Hossein Amini,[https://en.wikipedia.org/wiki/The_Two_Faces_of_January_(film)],0,0,0,,1
"Chris MillerRaman Hui (co-director)",[https://en.wikipedia.org/wiki/Shrek_the_Third],799000000,160000000,239500000,1.496875,1
Don Scardino,[https://en.wikipedia.org/wiki/The_Incredible_Burt_Wonderstone],27400000,34000000,-20300000,-0.597058824,1
Stephen Daldry,[https://en.wikipedia.org/wiki/Extremely_Loud_and_Incredibly_Close_(film)],55200000,40000000,-12400000,-0.31,1
Tom Harper,[https://en.wikipedia.org/wiki/The_Woman_in_Black_2:_Angel_of_Death],48900000,15000000,9450000,0.63,1
Mike Mills,[https://en.wikipedia.org/wiki/Beginners],14300000,3200000,3950000,1.234375,1
Oren Peli,[https://en.wikipedia.org/wiki/Paranormal_Activity],193400000,15000,96685000,6445.666667,1
"Henry JoostAriel Schulman","[https://en.wikipedia.org/wiki/Paranormal_Activity_3, https://en.wikipedia.org/wiki/Paranormal_Activity_4, https://en.wikipedia.org/wiki/Paranormal_Activity_3, https://en.wikipedia.org/wiki/Paranormal_Activity_4, https://en.wikipedia.org/wiki/Nerve_(2016_film)]",783000000,40000000,351500000,8.7875,5
Chris Columbus,"[https://en.wikipedia.org/wiki/Percy_Jackson_%26_the_Olympians:_The_Lightning_Thief, https://en.wikipedia.org/wiki/Percy_Jackson_%26_the_Olympians:_The_Lightning_Thief, https://en.wikipedia.org/wiki/Pixels_(2015_film)]",697900000,319000000,29950000,0.093887147,3
Meir Zarchi,[https://en.wikipedia.org/wiki/I_Spit_on_Your_Grave],0,0,0,,1
"Conrad VernonGreg Tiernan",[https://en.wikipedia.org/wiki/Sausage_Party],140700000,19000000,51350000,2.702631579,1
Elizabeth Allen,[https://en.wikipedia.org/wiki/Ramona_and_Beezus],27293743,15000000,-1353128.5,-0.090208567,1
Vera Farmiga,[https://en.wikipedia.org/wiki/Higher_Ground_(film)],844330,1800000,-1377835,-0.765463889,1
Drake Doremus,"[https://en.wikipedia.org/wiki/Like_Crazy_(2011_film), https://en.wikipedia.org/wiki/Breathe_In_(film)]",3700000,250000,1600000,6.4,2
"Frank MillerRobert RodriguezQuentin Tarantino (special guest director)",[https://en.wikipedia.org/wiki/Sin_City_(film)],158800000,40000000,39400000,0.985,1
Alex Proyas,[https://en.wikipedia.org/wiki/Gods_of_Egypt_(film)],150700000,140000000,-64650000,-0.461785714,1
Morgan Neville,[https://en.wikipedia.org/wiki/20_Feet_from_Stardom],5800000,1000000,1900000,1.9,1
Peyton Reed,[https://en.wikipedia.org/wiki/Ant-Man_(film)],519300000,130000000,129650000,0.997307692,1
Mike Newell,[https://en.wikipedia.org/wiki/Prince_of_Persia:_The_Sands_of_Time_(film)],336400000,150000000,18200000,0.121333333,1
Daniel Benmayor,[https://en.wikipedia.org/wiki/Tracers_(film)],593683,11000000,-10703158.5,-0.973014409,1
Noah Baumbach,"[https://en.wikipedia.org/wiki/Greenberg_(film), https://en.wikipedia.org/wiki/Frances_Ha, https://en.wikipedia.org/wiki/While_We%27re_Young_(film)]",35900000,38000000,-20050000,-0.527631579,3
Sean Durkin,[https://en.wikipedia.org/wiki/Martha_Marcy_May_Marlene],5400000,1000000,1700000,1.7,1
"Mark AndrewsBrenda Chapman",[https://en.wikipedia.org/wiki/Brave_(2012_film)],540400000,185000000,85200000,0.460540541,1
"Alastair FothergillMark Linfield",[https://en.wikipedia.org/wiki/Chimpanzee_(film)],34800000,5000000,12400000,2.48,1
Breck Eisner,[https://en.wikipedia.org/wiki/The_Crazies_(2010_film)],54800000,20000000,7400000,0.37,1
Hue Rhodes,[https://en.wikipedia.org/wiki/Saint_John_of_Las_Vegas],102647,2000000,-1948676.5,-0.97433825,1
Rob Letterman,[https://en.wikipedia.org/wiki/Gulliver%27s_Travels_(2010_film)],237400000,112000000,6700000,0.059821429,1
Ewan McGregor,[https://en.wikipedia.org/wiki/American_Pastoral_(film)],0,0,0,,1
James Bobin,"[https://en.wikipedia.org/wiki/The_Muppets_(film), https://en.wikipedia.org/wiki/Muppets_Most_Wanted, https://en.wikipedia.org/wiki/The_Muppets_(film)]",410800000,140000000,65400000,0.467142857,3
Gavin O'Connor,"[https://en.wikipedia.org/wiki/Warrior_(2011_film), https://en.wikipedia.org/wiki/Jane_Got_a_Gun, https://en.wikipedia.org/wiki/The_Accountant_(2016_film)]",177700000,94000000,-5150000,-0.054787234,3
Vic Armstrong,[https://en.wikipedia.org/wiki/Left_Behind_(2014_film)],14000000,16000000,-9000000,-0.5625,1
Scott Cooper,"[https://en.wikipedia.org/wiki/Out_of_the_Furnace, https://en.wikipedia.org/wiki/Black_Mass_(film)]",115500000,75000000,-17250000,-0.23,2
Rawson Marshall Thurber,"[https://en.wikipedia.org/wiki/We%27re_the_Millers, https://en.wikipedia.org/wiki/Central_Intelligence]",487000000,87000000,156500000,1.798850575,2
Todd Lincoln,[https://en.wikipedia.org/wiki/The_Apparition],9627492,17000000,-12186254,-0.716838471,1
David Wain,[https://en.wikipedia.org/wiki/Wanderlust_(2012_film)],24200000,35000000,-22900000,-0.654285714,1
Justin Zackham,[https://en.wikipedia.org/wiki/The_Big_Wedding],46519348,35000000,-11740326,-0.335437886,1
Wayne Wang,[https://en.wikipedia.org/wiki/Snow_Flower_and_the_Secret_Fan_(film)],11348205,6000000,-325897.5,-0.05431625,1
Desmond Davis,[https://en.wikipedia.org/wiki/Clash_of_the_Titans_(1981_film)],41000000,15000000,5500000,0.366666667,1
Duncan Jones,"[https://en.wikipedia.org/wiki/Source_Code, https://en.wikipedia.org/wiki/Warcraft_(film)]",581000000,192000000,98500000,0.513020833,2
Tate Taylor,"[https://en.wikipedia.org/wiki/The_Help_(film), https://en.wikipedia.org/wiki/Get_on_Up_(film), https://en.wikipedia.org/wiki/The_Girl_on_the_Train_(2016_film)]",422600000,100000000,111300000,1.113,3
Francis Veber,[https://en.wikipedia.org/wiki/Le_D%C3%AEner_de_Cons_(film)],65400000,12500000,20200000,1.616,1
Jon Favreau,"[https://en.wikipedia.org/wiki/Iron_Man_2, https://en.wikipedia.org/wiki/Iron_Man_(2008_film), https://en.wikipedia.org/wiki/Cowboys_%26_Aliens, https://en.wikipedia.org/wiki/Iron_Man_2, https://en.wikipedia.org/wiki/The_Jungle_Book_(2016_film)]",2974400000,878000000,609200000,0.693849658,5
Michael Rapaport,"[https://en.wikipedia.org/wiki/Beats,_Rhymes_%26_Life:_The_Travels_of_a_Tribe_Called_Quest]",0,0,0,,1
Ari Sandel,[https://en.wikipedia.org/wiki/The_Duff],43500000,8500000,13250000,1.558823529,1
J. James Manera,[https://en.wikipedia.org/wiki/Atlas_Shrugged:_Part_III],851690,5000000,-4574155,-0.914831,1
Ron Howard,"[https://en.wikipedia.org/wiki/The_Dilemma, https://en.wikipedia.org/wiki/In_the_Heart_of_the_Sea_(film), https://en.wikipedia.org/wiki/Inferno_(2016_film)]",383600000,245000000,-53200000,-0.217142857,3
Michael Watkins,[https://en.wikipedia.org/wiki/Knucklehead_(film)],0,0,0,,1
Michel Gondry,[https://en.wikipedia.org/wiki/The_Green_Hornet_(2011_film)],227800000,120000000,-6100000,-0.050833333,1
Andrew Rossi,[https://en.wikipedia.org/wiki/Page_One:_A_Year_Inside_the_New_York_Times],0,0,0,,1
Niki Caro,"[https://en.wikipedia.org/wiki/McFarland,_USA]",45700000,17000000,5850000,0.344117647,1
