director_name,movies,revenues,costs,gross_profit,return,count
Harmony Korine,"[https://en.wikipedia.org/wiki/Mister_Lonely, https://en.wikipedia.org/wiki/Spring_Breakers]",32093813,13200000,2846906.5,0.215674735,2
Christian Alvart,"[https://en.wikipedia.org/wiki/Pandorum, https://en.wikipedia.org/wiki/Case_39]",48845327,59000000,-34577336.5,-0.586056551,2
Brett Simon,[https://en.wikipedia.org/wiki/Assassination_of_a_High_School_President],6000000,11500000,-8500000,-0.739130435,1
"Trevor MooreZach Cregger",[https://en.wikipedia.org/wiki/Miss_March],4600000,6000000,-3700000,-0.616666667,1
Kevin Allen,[https://en.wikipedia.org/wiki/Agent_Cody_Banks_2:_Destination_London],28800000,26000000,-11600000,-0.446153846,1
Daniel Schechter,[https://en.wikipedia.org/wiki/Life_of_Crime_(film)],1500000,12000000,-11250000,-0.9375,1
John Carpenter,"[https://en.wikipedia.org/wiki/Ghosts_of_Mars, https://en.wikipedia.org/wiki/The_Fog, https://en.wikipedia.org/wiki/Halloween_(1978_film), https://en.wikipedia.org/wiki/The_Thing_(1982_film)]",54900000,44000000,-16550000,-0.376136364,4
Michael Dougherty,[https://en.wikipedia.org/wiki/Trick_%27r_Treat],13500000,12000000,-5250000,-0.4375,1
Mort Nathan,"[https://en.wikipedia.org/wiki/Boat_Trip_(film), https://en.wikipedia.org/wiki/National_Lampoon%27s_Van_Wilder:_The_Rise_of_Taj]",15000000,20000000,-12500000,-0.625,2
Peter Atencio,[https://en.wikipedia.org/wiki/Keanu_(film)],20700000,15000000,-4650000,-0.31,1
Bo Welch,[https://en.wikipedia.org/wiki/The_Cat_in_the_Hat_(film)],134000000,109000000,-42000000,-0.385321101,1
Andy Fickman,"[https://en.wikipedia.org/wiki/She%27s_the_Man, https://en.wikipedia.org/wiki/The_Game_Plan_(film), https://en.wikipedia.org/wiki/Race_to_Witch_Mountain, https://en.wikipedia.org/wiki/You_Again, https://en.wikipedia.org/wiki/Parental_Guidance_(film), https://en.wikipedia.org/wiki/Paul_Blart:_Mall_Cop_2]",569600000,177000000,107800000,0.609039548,6
Steven Lisberger,[https://en.wikipedia.org/wiki/Tron],33000000,17000000,-500000,-0.029411765,1
Steven Goldmann,[https://en.wikipedia.org/wiki/Broken_Bridges],34700000,11000000,6350000,0.577272727,1
Lauren Greenfield,[https://en.wikipedia.org/wiki/The_Queen_of_Versailles],0,0,0,,1
David Gordon Green,"[https://en.wikipedia.org/wiki/All_the_Real_Girls, https://en.wikipedia.org/wiki/Undertow_(2004_film), https://en.wikipedia.org/wiki/Pineapple_Express_(film), https://en.wikipedia.org/wiki/The_Sitter_(2011_film), https://en.wikipedia.org/wiki/Your_Highness, https://en.wikipedia.org/wiki/Joe_(2013_film), https://en.wikipedia.org/wiki/Prince_Avalanche]",167851025,109225000,-25299487.5,-0.23162726,7
Trent Cooper,[https://en.wikipedia.org/wiki/Larry_the_Cable_Guy:_Health_Inspector],15700000,17000000,-9150000,-0.538235294,1
Tim Burton,"[https://en.wikipedia.org/wiki/Planet_of_the_Apes_(2001_film), https://en.wikipedia.org/wiki/Big_Fish, https://en.wikipedia.org/wiki/Charlie_and_the_Chocolate_Factory_(film), https://en.wikipedia.org/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street_(2007_film), https://en.wikipedia.org/wiki/Alice_in_Wonderland_(2010_film), https://en.wikipedia.org/wiki/Dark_Shadows_(film), https://en.wikipedia.org/wiki/Frankenweenie_(2012_film), https://en.wikipedia.org/wiki/Big_Eyes, https://en.wikipedia.org/wiki/Alice_in_Wonderland_(2010_film), https://en.wikipedia.org/wiki/Miss_Peregrine%27s_Home_for_Peculiar_Children_(film)]",3815300000,979000000,928650000,0.948569969,10
Christophe Gans,"[https://en.wikipedia.org/wiki/Silent_Hill_(film), https://en.wikipedia.org/wiki/Silent_Hill_(film)]",195200000,100000000,-2400000,-0.024,2
Cindy Meehl,[https://en.wikipedia.org/wiki/Buck_(film)],0,0,0,,1
Ross Partridge,[https://en.wikipedia.org/wiki/Lamb_(2015_American_film)],0,0,0,,1
Dave Filoni,[https://en.wikipedia.org/wiki/Star_Wars:_The_Clone_Wars_(film)],68300000,8500000,25650000,3.017647059,1
The Hughes brothers,[https://en.wikipedia.org/wiki/The_Book_of_Eli],157107755,80000000,-1446122.5,-0.018076531,1
Mabrouk El Mechri,[https://en.wikipedia.org/wiki/The_Cold_Light_of_Day_(2012_film)],16900000,20000000,-11550000,-0.5775,1
Wallace Wolodarsky,[https://en.wikipedia.org/wiki/Sorority_Boys],12500000,12000000,-5750000,-0.479166667,1
Marcus Raboy,"[https://en.wikipedia.org/wiki/Friday_After_Next, https://en.wikipedia.org/wiki/Janky_Promoters]",33509069,20000000,-3245465.5,-0.162273275,2
"Adam RavetchSarah Robertson",[https://en.wikipedia.org/wiki/Arctic_Tale],0,0,0,,1
Tim Johnson,[https://en.wikipedia.org/wiki/Home_(2015_animated_film)],386000000,135000000,58000000,0.42962963,1
Damien Dante Wayans,[https://en.wikipedia.org/wiki/Dance_Flick],32000000,25000000,-9000000,-0.36,1
Thomas Bezucha,"[https://en.wikipedia.org/wiki/The_Family_Stone, https://en.wikipedia.org/wiki/Monte_Carlo_(2011_film)]",131983851,38000000,27991925.5,0.736629618,2
Roger Spottiswoode,[https://en.wikipedia.org/wiki/The_6th_Day],96100000,82000000,-33950000,-0.41402439,1
Kat Candler,[https://en.wikipedia.org/wiki/Hellion_(film)],0,0,0,,1
"Alastair FothergillKeith Scholey",[https://en.wikipedia.org/wiki/African_Cats],30900000,5000000,10450000,2.09,1
Ilya Naishuller,[https://en.wikipedia.org/wiki/Hardcore_Henry],14300000,2000000,5150000,2.575,1
Karey Kirkpatrick,[https://en.wikipedia.org/wiki/Imagine_That_(film)],23000000,55000000,-43500000,-0.790909091,1
Dewey Nicks,[https://en.wikipedia.org/wiki/Slackers_(film)],6413915,14000000,-10793042.5,-0.770931607,1
Tommy Lee Jones,"[https://en.wikipedia.org/wiki/The_Three_Burials_of_Melquiades_Estrada, https://en.wikipedia.org/wiki/The_Homesman]",12485364,31000000,-24757318,-0.798623161,2
Maggie Greenwald,[https://en.wikipedia.org/wiki/Songcatcher],0,0,0,,1
Ed Decter,[https://en.wikipedia.org/wiki/The_New_Guy],31167388,13000000,2583694,0.198745692,1
Peter Berg,"[https://en.wikipedia.org/wiki/The_Rundown, https://en.wikipedia.org/wiki/Friday_Night_Lights_(film), https://en.wikipedia.org/wiki/The_Kingdom_(film), https://en.wikipedia.org/wiki/Hancock_(film), https://en.wikipedia.org/wiki/Battleship_(film), https://en.wikipedia.org/wiki/Lone_Survivor_(film), https://en.wikipedia.org/wiki/Deepwater_Horizon_(film)]",1431100000,740000000,-24450000,-0.033040541,7
"Animation:Tom SitoPiet KroonLive-action:Robert FarrellyPeter Farrelly",[https://en.wikipedia.org/wiki/Osmosis_Jones],14000000,70000000,-63000000,-0.9,1
David Soren,[https://en.wikipedia.org/wiki/Turbo_(film)],282600000,127000000,14300000,0.112598425,1
Michael Mann,"[https://en.wikipedia.org/wiki/Ali_(film), https://en.wikipedia.org/wiki/Collateral_(film), https://en.wikipedia.org/wiki/Miami_Vice_(film), https://en.wikipedia.org/wiki/Public_Enemies_(2009_film), https://en.wikipedia.org/wiki/Blackhat_(film)]",703100000,477000000,-125450000,-0.262997904,5
Chris Renaud,[https://en.wikipedia.org/wiki/The_Lorax_(film)],348800000,70000000,104400000,1.491428571,1
"Graham AnnableAnthony Stacchi",[https://en.wikipedia.org/wiki/The_Boxtrolls],109300000,60000000,-5350000,-0.089166667,1
Tony Bill,[https://en.wikipedia.org/wiki/Flyboys_(film)],17834865,60000000,-51082567.5,-0.851376125,1
"Dan CutforthJane Lipsitz",[https://en.wikipedia.org/wiki/Katy_Perry:_Part_of_Me_3D],32726956,13000000,3363478,0.258729077,1
Paul Schrader,"[https://en.wikipedia.org/wiki/Auto_Focus, https://en.wikipedia.org/wiki/Dominion:_Prequel_to_the_Exorcist, https://en.wikipedia.org/wiki/The_Canyons_(film)]",3217165,37250000,-35641417.5,-0.956816577,3
Steven Quale,"[https://en.wikipedia.org/wiki/Final_Destination_5, https://en.wikipedia.org/wiki/Into_the_Storm_(2014_film)]",319600000,90000000,69800000,0.775555556,2
"Glenn FicarraJohn Requa","[https://en.wikipedia.org/wiki/Crazy,_Stupid,_Love., https://en.wikipedia.org/wiki/Focus_(2015_film), https://en.wikipedia.org/wiki/Whiskey_Tango_Foxtrot_(film)]",326900000,135100000,28350000,0.20984456,3
Daniel Lusko,[https://en.wikipedia.org/wiki/Persecuted_(film)],0,0,0,,1
Kenneth Branagh,"[https://en.wikipedia.org/wiki/As_You_Like_It_(2006_film), https://en.wikipedia.org/wiki/Sleuth_(2007_film), https://en.wikipedia.org/wiki/Thor_(film), https://en.wikipedia.org/wiki/Thor_(film), https://en.wikipedia.org/wiki/Jack_Ryan:_Shadow_Recruit, https://en.wikipedia.org/wiki/Cinderella_(2015_film)]",1577600000,455000000,333800000,0.733626374,6
Tom Vaughan,"[https://en.wikipedia.org/wiki/Starter_for_10_(film), https://en.wikipedia.org/wiki/What_Happens_in_Vegas, https://en.wikipedia.org/wiki/Extraordinary_Measures]",236170687,74287000,43798343.5,0.589582881,3
Burr Steers,"[https://en.wikipedia.org/wiki/Igby_Goes_Down, https://en.wikipedia.org/wiki/17_Again_(film), https://en.wikipedia.org/wiki/Charlie_St._Cloud_(film), https://en.wikipedia.org/wiki/Pride_and_Prejudice_and_Zombies_(film)]",207809902,121000000,-17095049,-0.141281397,4
John Polson,"[https://en.wikipedia.org/wiki/Swimfan, https://en.wikipedia.org/wiki/Hide_and_Seek_(2005_film)]",157111240,35000000,43555620,1.244446286,2
Angel Gracia,[https://en.wikipedia.org/wiki/From_Prada_to_Nada],0,0,0,,1
Joss Whedon,"[https://en.wikipedia.org/wiki/Serenity_(film), https://en.wikipedia.org/wiki/The_Avengers_(2012_film), https://en.wikipedia.org/wiki/Much_Ado_About_Nothing_(2012_film), https://en.wikipedia.org/wiki/Avengers:_Age_of_Ultron, https://en.wikipedia.org/wiki/The_Avengers_(2012_film)]",4481900000,795000000,1445950000,1.818805031,5
Menno Meyjes,[https://en.wikipedia.org/wiki/Martian_Child],9400000,27000000,-22300000,-0.825925926,1
Rebecca Miller,"[https://en.wikipedia.org/wiki/Personal_Velocity:_Three_Portraits, https://en.wikipedia.org/wiki/The_Ballad_of_Jack_and_Rose, https://en.wikipedia.org/wiki/The_Private_Lives_of_Pippa_Lee]",1727350,1625000,-761325,-0.468507692,3
Lee Unkrich,[https://en.wikipedia.org/wiki/Toy_Story_3],1067000000,200000000,333500000,1.6675,1
Jim McKay,[https://en.wikipedia.org/wiki/Our_Song_(film)],0,0,0,,1
Tom Holland,[https://en.wikipedia.org/wiki/Fright_Night],24900000,7000000,5450000,0.778571429,1
Jerome Sable,[https://en.wikipedia.org/wiki/Stage_Fright_(2014_film)],0,0,0,,1
Doug Liman,"[https://en.wikipedia.org/wiki/The_Bourne_Identity_(2002_film), https://en.wikipedia.org/wiki/Mr._%26_Mrs._Smith_(2005_film), https://en.wikipedia.org/wiki/Jumper_(2008_film), https://en.wikipedia.org/wiki/Fair_Game_(2010_film), https://en.wikipedia.org/wiki/Edge_of_Tomorrow_(film)]",1309100000,455000000,199550000,0.438571429,5
Stephen Frears,"[https://en.wikipedia.org/wiki/High_Fidelity_(film), https://en.wikipedia.org/wiki/Philomena_(film), https://en.wikipedia.org/wiki/Florence_Foster_Jenkins_(film)]",191500000,71000000,24750000,0.348591549,3
George Mihalka,[https://en.wikipedia.org/wiki/My_Bloody_Valentine_(film)],5672031,2300000,536015.5,0.233050217,1
Jean-Jacques Annaud,[https://en.wikipedia.org/wiki/Enemy_at_the_Gates],97000000,68000000,-19500000,-0.286764706,1
Ari Sandel,[https://en.wikipedia.org/wiki/The_Duff],43500000,8500000,13250000,1.558823529,1
Marc SchÃ¶lermann,[https://en.wikipedia.org/wiki/Pathology_(film)],0,0,0,,1
"Chris WeitzPaul Weitz",[https://en.wikipedia.org/wiki/About_a_Boy_(film)],130549455,30000000,35274727.5,1.17582425,1
Gordon Parks,[https://en.wikipedia.org/wiki/Shaft_(1971_film)],13000000,500000,6000000,12,1
Mike Nichols,"[https://en.wikipedia.org/wiki/What_Planet_Are_You_From%3F, https://en.wikipedia.org/wiki/Closer_(film), https://en.wikipedia.org/wiki/Charlie_Wilson%27s_War]",248605027,162000000,-37697486.5,-0.232700534,3
Dean Parisot,[https://en.wikipedia.org/wiki/RED_2_(film)],148000000,84000000,-10000000,-0.119047619,1
Julian Farino,[https://en.wikipedia.org/wiki/The_Oranges_(film)],366377,7000000,-6816811.5,-0.973830214,1
Brian Trenchard-Smith,[https://en.wikipedia.org/wiki/Megiddo:_The_Omega_Code_2],6047691,20000000,-16976154.5,-0.848807725,1
Matt Aselton,[https://en.wikipedia.org/wiki/Gigantic_(2008_film)],0,0,0,,1
Frank Nissen,[https://en.wikipedia.org/wiki/Pooh%27s_Heffalump_Movie],52900000,20000000,6450000,0.3225,1
"Aaron BlaiseRobert Walker",[https://en.wikipedia.org/wiki/Brother_Bear],250400000,46000000,79200000,1.72173913,1
Todd Louiso,[https://en.wikipedia.org/wiki/Hello_I_Must_Be_Going_(2012_film)],0,0,0,,1
Joel Coen,"[https://en.wikipedia.org/wiki/O_Brother,_Where_Art_Thou%3F, https://en.wikipedia.org/wiki/The_Man_Who_Wasn%27t_There_(2001_film)]",90816623,46000000,-591688.5,-0.012862793,2
John A. Davis,"[https://en.wikipedia.org/wiki/Jimmy_Neutron:_Boy_Genius_(film), https://en.wikipedia.org/wiki/The_Ant_Bully_(film)]",158200000,80000000,-900000,-0.01125,2
"Richard GlatzerWash West",[https://en.wikipedia.org/wiki/The_Last_of_Robin_Hood],0,0,0,,1
Michael Rymer,[https://en.wikipedia.org/wiki/Queen_of_the_Damned_(film)],45500000,35000000,-12250000,-0.35,1
"Jarrad PaulAndrew Mogel",[https://en.wikipedia.org/wiki/The_D_Train],771317,3000000,-2614341.5,-0.871447167,1
Peter Bogdanovich,[https://en.wikipedia.org/wiki/The_Cat%27s_Meow],3646994,7000000,-5176503,-0.739500429,1
Anton Corbijn,"[https://en.wikipedia.org/wiki/Control_(2007_film), https://en.wikipedia.org/wiki/The_American_(2010_film)]",76800000,26400000,12000000,0.454545455,2
Michael Lembeck,"[https://en.wikipedia.org/wiki/The_Santa_Clause_2, https://en.wikipedia.org/wiki/Connie_and_Carla, https://en.wikipedia.org/wiki/The_Santa_Clause_3:_The_Escape_Clause, https://en.wikipedia.org/wiki/The_Santa_Clause_2, https://en.wikipedia.org/wiki/Tooth_Fairy_(2010_film)]",580400000,217000000,73200000,0.337327189,5
Dominic Sena,"[https://en.wikipedia.org/wiki/Gone_in_60_Seconds_(2000_film), https://en.wikipedia.org/wiki/Swordfish_(film), https://en.wikipedia.org/wiki/Whiteout_(2009_film)]",402040867,227000000,-25979566.5,-0.11444743,3
"Josh GordonWill Speck",[https://en.wikipedia.org/wiki/Blades_of_Glory],145700000,61000000,11850000,0.194262295,1
Dan Gilroy,[https://en.wikipedia.org/wiki/Nightcrawler_(film)],50300000,8500000,16650000,1.958823529,1
David Duchovny,[https://en.wikipedia.org/wiki/House_of_D],388532,6000000,-5805734,-0.967622333,1
Stiles White,[https://en.wikipedia.org/wiki/Ouija_(2014_film)],103600000,5000000,46800000,9.36,1
Kirsten Sheridan,[https://en.wikipedia.org/wiki/August_Rush],65300000,25000000,7650000,0.306,1
Christopher Douglas-Olen Ray,[https://en.wikipedia.org/wiki/Mega_Shark_Versus_Crocosaurus],500543,100000,150271.5,1.502715,1
"Brian KoppelmanDavid Levien","[https://en.wikipedia.org/wiki/Knockaround_Guys, https://en.wikipedia.org/wiki/Solitary_Man_(film)]",19094503,30000000,-20452748.5,-0.681758283,2
"Nat FaxonJim Rash","[https://en.wikipedia.org/wiki/The_Way,_Way_Back]",23200000,5000000,6600000,1.32,1
Stewart Wade,[https://en.wikipedia.org/wiki/Coffee_Date],0,0,0,,1
Sidney J. Furie,[https://en.wikipedia.org/wiki/Superman_IV:_The_Quest_for_Peace],15700000,17000000,-9150000,-0.538235294,1
Jay Roach,"[https://en.wikipedia.org/wiki/Meet_the_Parents, https://en.wikipedia.org/wiki/Austin_Powers_in_Goldmember, https://en.wikipedia.org/wiki/Meet_the_Fockers, https://en.wikipedia.org/wiki/Meet_the_Parents, https://en.wikipedia.org/wiki/Dinner_for_Schmucks, https://en.wikipedia.org/wiki/Meet_the_Fockers, https://en.wikipedia.org/wiki/The_Campaign_(film)]",2180800000,497000000,593400000,1.193963783,7
Guy Ferland,[https://en.wikipedia.org/wiki/Dirty_Dancing:_Havana_Nights],27700000,25000000,-11150000,-0.446,1
David F. Sandberg,[https://en.wikipedia.org/wiki/Lights_Out_(2016_film)],148900000,4900000,69550000,14.19387755,1
"Anthony AbramsAdam Larson Broder",[https://en.wikipedia.org/wiki/Pumpkin_(film)],0,0,0,,1
Kevin Donovan,[https://en.wikipedia.org/wiki/The_Tuxedo],105000000,60000000,-7500000,-0.125,1
David Gelb,[https://en.wikipedia.org/wiki/The_Lazarus_Effect_(2015_film)],38400000,3300000,15900000,4.818181818,1
Michael Patrick King,"[https://en.wikipedia.org/wiki/Sex_and_the_City_(film), https://en.wikipedia.org/wiki/Sex_and_the_City_2, https://en.wikipedia.org/wiki/Sex_and_the_City:_The_Movie]",1125000000,225000000,337500000,1.5,3
Marilyn Agrelo,[https://en.wikipedia.org/wiki/An_Invisible_Sign],0,0,0,,1
Jessie Nelson,[https://en.wikipedia.org/wiki/I_Am_Sam],97818139,22000000,26909069.5,1.223139523,1
Tony Kaye,[https://en.wikipedia.org/wiki/Detachment_(film)],0,0,0,,1
Daniel Algrant,[https://en.wikipedia.org/wiki/Greetings_from_Tim_Buckley],0,0,0,,1
Garry Marshall,"[https://en.wikipedia.org/wiki/The_Princess_Diaries_(film), https://en.wikipedia.org/wiki/The_Princess_Diaries_2:_Royal_Engagement, https://en.wikipedia.org/wiki/The_Princess_Diaries_(film), https://en.wikipedia.org/wiki/Raising_Helen, https://en.wikipedia.org/wiki/Georgia_Rule, https://en.wikipedia.org/wiki/Valentine%27s_Day_(2010_film), https://en.wikipedia.org/wiki/New_Year%27s_Eve_(2011_film), https://en.wikipedia.org/wiki/Mother%27s_Day_(2016_film)]",946909778,295000000,178454889,0.604931827,8
Doug Ellin,[https://en.wikipedia.org/wiki/Entourage_(film)],49300000,39000000,-14350000,-0.367948718,1
"Clyde GeronimiHamilton LuskeWilfred Jackson",[https://en.wikipedia.org/wiki/Cinderella_(1950_film)],263600000,2900000,128900000,44.44827586,1
William Peter Blatty,[https://en.wikipedia.org/wiki/The_Exorcist_III],39000000,11000000,8500000,0.772727273,1
Atom Egoyan,"[https://en.wikipedia.org/wiki/Where_the_Truth_Lies, https://en.wikipedia.org/wiki/Devil%27s_Knot_(film)]",5477678,40000000,-37261161,-0.931529025,2
Michael Tiddes,"[https://en.wikipedia.org/wiki/A_Haunted_House_(film), https://en.wikipedia.org/wiki/A_Haunted_House_2, https://en.wikipedia.org/wiki/A_Haunted_House, https://en.wikipedia.org/wiki/Fifty_Shades_of_Black]",166400000,14000000,69200000,4.942857143,4
"Kelly AsburyLorna Cook",[https://en.wikipedia.org/wiki/Spirit:_Stallion_of_the_Cimarron],122600000,80000000,-18700000,-0.23375,1
Terrence Malick,"[https://en.wikipedia.org/wiki/The_New_World_(2005_film), https://en.wikipedia.org/wiki/The_Tree_of_Life_(film)]",84800000,62000000,-19600000,-0.316129032,2
"Robert RodriguezFrank Miller",[https://en.wikipedia.org/wiki/Sin_City:_A_Dame_to_Kill_For],39400000,65000000,-45300000,-0.696923077,1
Liza Johnson,"[https://en.wikipedia.org/wiki/Hateship,_Loveship, https://en.wikipedia.org/wiki/Elvis_%26_Nixon]",1400000,4000000,-3300000,-0.825,2
"Seth RogenEvan Goldberg","[https://en.wikipedia.org/wiki/This_Is_the_End, https://en.wikipedia.org/wiki/The_Interview]",137300000,76000000,-7350000,-0.096710526,2
Rodrigo GarcÃ_a,"[https://en.wikipedia.org/wiki/Nine_Lives_(2005_film), https://en.wikipedia.org/wiki/Passengers_(2008_film), https://en.wikipedia.org/wiki/Mother_and_Child_(film)]",11362923,32500000,-26818538.5,-0.8251858,3
Dylan Kidd,"[https://en.wikipedia.org/wiki/Roger_Dodger_(film), https://en.wikipedia.org/wiki/P.S._(film)]",0,0,0,,2
Steven Shainberg,[https://en.wikipedia.org/wiki/Secretary_(film)],9300000,4000000,650000,0.1625,1
Amy Heckerling,"[https://en.wikipedia.org/wiki/Loser_(film), https://en.wikipedia.org/wiki/I_Could_Never_Be_Your_Woman]",27976495,44000000,-30011752.5,-0.682085284,2
Matthew Crouch,[https://en.wikipedia.org/wiki/The_Cross_(2009_film)],0,0,0,,1
Martin Campbell,"[https://en.wikipedia.org/wiki/Vertical_Limit, https://en.wikipedia.org/wiki/Beyond_Borders_(film), https://en.wikipedia.org/wiki/The_Legend_of_Zorro, https://en.wikipedia.org/wiki/The_Mask_of_Zorro, https://en.wikipedia.org/wiki/Casino_Royale_(2006_film), https://en.wikipedia.org/wiki/Casino_Royale_(2006_film), https://en.wikipedia.org/wiki/Edge_of_Darkness_(2010_film), https://en.wikipedia.org/wiki/Green_Lantern_(film)]",2138968861,860000000,209484430.5,0.243586547,8
Scott Walker,[https://en.wikipedia.org/wiki/The_Frozen_Ground],5617460,19200000,-16391270,-0.853711979,1
"Joel CoenEthan Coen","[https://en.wikipedia.org/wiki/The_Ladykillers_(2004_film), https://en.wikipedia.org/wiki/Inside_Llewyn_Davis, https://en.wikipedia.org/wiki/Hail,_Caesar!]",173200000,68000000,18600000,0.273529412,3
Joseph Sargent,[https://en.wikipedia.org/wiki/The_Taking_of_Pelham_One_Two_Three_(1974_film)],18700000,5000000,4350000,0.87,1
Garth Jennings,[https://en.wikipedia.org/wiki/The_Hitchhiker%27s_Guide_to_the_Galaxy_(film)],104500000,45000000,7250000,0.161111111,1
Peter Cattaneo,[https://en.wikipedia.org/wiki/The_Rocker_(film)],8800000,15000000,-10600000,-0.706666667,1
Deb Hagan,[https://en.wikipedia.org/wiki/College_(2008_film)],6265483,7000000,-3867258.5,-0.5524655,1
James B. Rogers,"[https://en.wikipedia.org/wiki/American_Pie_2, https://en.wikipedia.org/wiki/American_Pie_2]",575000000,60000000,227500000,3.791666667,2
Roland JoffÃ©,[https://en.wikipedia.org/wiki/Captivity_(film)],0,0,0,,1
David Raynr,[https://en.wikipedia.org/wiki/Whatever_It_Takes_(2000_film)],9902115,32000000,-27048942.5,-0.845279453,1
Leigh Whannell,[https://en.wikipedia.org/wiki/Insidious:_Chapter_3],113000000,10000000,46500000,4.65,1
Antony Hoffman,[https://en.wikipedia.org/wiki/Red_Planet_(film)],33500000,80000000,-63250000,-0.790625,1
Rian Johnson,"[https://en.wikipedia.org/wiki/Brick_(film), https://en.wikipedia.org/wiki/The_Brothers_Bloom, https://en.wikipedia.org/wiki/Looper_(film)]",185900000,50450000,42500000,0.842418236,3
Robert Shaye,[https://en.wikipedia.org/wiki/The_Last_Mimzy],0,0,0,,1
Des McAnuff,[https://en.wikipedia.org/wiki/The_Adventures_of_Rocky_and_Bullwinkle],35100000,76000000,-58450000,-0.769078947,1
Ethan Hawke,[https://en.wikipedia.org/wiki/Chelsea_Walls],60902,100000,-69549,-0.69549,1
Cyrus Nowrasteh,[https://en.wikipedia.org/wiki/The_Young_Messiah_(film)],7300000,18500000,-14850000,-0.802702703,1
Genndy Tartakovsky[1],[https://en.wikipedia.org/wiki/Hotel_Transylvania],358400000,85000000,94200000,1.108235294,1
Kevin Munroe,"[https://en.wikipedia.org/wiki/Dylan_Dog:_Dead_of_Night, https://en.wikipedia.org/wiki/Ratchet_%26_Clank_(film)]",19634062,40000000,-30182969,-0.754574225,2
Roger Donaldson,"[https://en.wikipedia.org/wiki/Thirteen_Days_(film), https://en.wikipedia.org/wiki/The_Recruit, https://en.wikipedia.org/wiki/The_World%27s_Fastest_Indian]",186097690,151000000,-57951155,-0.383782483,3
Charles Herman-Wurmfeld,"[https://en.wikipedia.org/wiki/Kissing_Jessica_Stein, https://en.wikipedia.org/wiki/Legally_Blonde_2:_Red,_White_%26_Blonde, https://en.wikipedia.org/wiki/The_Hammer_(2007_film)]",134900000,46000000,21450000,0.466304348,3
Scott Hicks,"[https://en.wikipedia.org/wiki/Hearts_in_Atlantis_(film), https://en.wikipedia.org/wiki/No_Reservations_(film), https://en.wikipedia.org/wiki/The_Lucky_One_(film)]",222901050,84000000,27450525,0.326791964,3
"Eric DarnellSimon J. Smith",[https://en.wikipedia.org/wiki/Penguins_of_Madagascar],373000000,132000000,54500000,0.412878788,1
"Ron ClementsJohn Musker","[https://en.wikipedia.org/wiki/The_Princess_and_the_Frog, https://en.wikipedia.org/wiki/Moana_(2016_film)]",884200000,255000000,187100000,0.73372549,2
"Anthony BellBen Gluck",[https://en.wikipedia.org/wiki/Alpha_and_Omega_(film)],50500000,20000000,5250000,0.2625,1
Ed Harris,"[https://en.wikipedia.org/wiki/Pollock_(film), https://en.wikipedia.org/wiki/Appaloosa_(film)]",27665851,20000000,-6167074.5,-0.308353725,2
Tim Fywell,[https://en.wikipedia.org/wiki/Ice_Princess],27600000,25000000,-11200000,-0.448,1
"Nicholas StollerDoug Sweetland",[https://en.wikipedia.org/wiki/Storks_(film)],182400000,70000000,21200000,0.302857143,1
Vondie Curtis-Hall,[https://en.wikipedia.org/wiki/Waist_Deep],0,0,0,,1
Ben Lewin,[https://en.wikipedia.org/wiki/The_Sessions_(film)],9138338,1000000,3569169,3.569169,1
Mark Brown,[https://en.wikipedia.org/wiki/Two_Can_Play_That_Game],22391450,13000000,-1804275,-0.138790385,1
Joshua Seftel,"[https://en.wikipedia.org/wiki/War,_Inc.]",1296184,10000000,-9351908,-0.9351908,1
Wally Pfister,[https://en.wikipedia.org/wiki/Transcendence_(2014_film)],103000000,100000000,-48500000,-0.485,1
Mathieu Kassovitz,"[https://en.wikipedia.org/wiki/Gothika, https://en.wikipedia.org/wiki/Babylon_A.D.]",213700000,110000000,-3150000,-0.028636364,2
Matthew Diamond,[https://en.wikipedia.org/wiki/The_Oogieloves_in_the_Big_Balloon_Adventure],1100000,20000000,-19450000,-0.9725,1
Spike Lee,"[https://en.wikipedia.org/wiki/Bamboozled, https://en.wikipedia.org/wiki/The_Original_Kings_of_Comedy, https://en.wikipedia.org/wiki/25th_Hour, https://en.wikipedia.org/wiki/She_Hate_Me, https://en.wikipedia.org/wiki/Inside_Man, https://en.wikipedia.org/wiki/Miracle_at_St._Anna, https://en.wikipedia.org/wiki/Red_Hook_Summer, https://en.wikipedia.org/wiki/Oldboy_(2013_film)]",264668817,156000000,-23665591.5,-0.15170251,8
Stephen Kay,[https://en.wikipedia.org/wiki/Get_Carter_(2000_film)],19412993,63600000,-53893503.5,-0.847382131,1
GÃ©rard PirÃ¨s,[https://en.wikipedia.org/wiki/Taxi_(1998_film)],93400000,8100000,38600000,4.765432099,1
Alejandro Monteverde,[https://en.wikipedia.org/wiki/Little_Boy_(film)],17700000,20000000,-11150000,-0.5575,1
"Mark LinfieldAlastair Fothergill",[https://en.wikipedia.org/wiki/Monkey_Kingdom],0,0,0,,1
Michael Kalesniko,[https://en.wikipedia.org/wiki/How_to_Kill_Your_Neighbor%27s_Dog],48564,7300,16982,2.32630137,1
Les Mayfield,"[https://en.wikipedia.org/wiki/American_Outlaws, https://en.wikipedia.org/wiki/The_Man_(2005_film), https://en.wikipedia.org/wiki/Code_Name:_The_Cleaner]",34316390,75000000,-57841805,-0.771224067,3
